크레딧명,참여사명,배역,기타,KMDb 영화정보관리번호
제작사,강릉장애인자립생활센터,,,A11268
제작사,큐앤에이 필름,,,K30098
제작사,한마음의 집,,,K30115
제작사,마포장애인종합복지관,,,K30170
제작사,트릴로지,,,K30184
제작사,루픽쳐스,,,K28407
제작사,㈜해오름이앤티,,,K23909
제작사,전주시민미디어센터 영시미,,,A11311
제작사,리치컴,,,A10069
제작사,서울여고 특수학급,,,A11345
제작사,다큐인,,,A11343
제작사,한국뇌병변장애인인권협회 강릉지부,,,A11344
제작사,㈜지티지 그룹,,,K26617
제작사,다큐인,,,A11356
제작사,빈곤해결을위한사회연대(준),,,A11357
공동제작사,최옥란열사추모사업회,,,A11357
제작사,다큐인,,,A11358
제작사,다큐인,,,A11359
제작사,장애인교육연대,,,A11361
제작사,노동의 소리,,,A11372
제작사,㈜다크서클픽쳐스,,,K23110
제작사,한국예술종합학교 영상원 영화과,,,K25598
투자사,㈜루스이소니도스,공동제공,,K28923
투자사,주식회사 위지윅 스튜디오,공동제공,,K28923
제작사,한국예술종합학교 영상원 영화과,,,K20948
배급사,㈜인디스토리,,,K30004
공동제작사,알고리즘 미디어 랩,,,K28869
공동제작사,콘텐츠파크 엔터테인먼트,,,K28869
제작사,주식회사 티에스나린시네마,기획/제작,,K28869
제작사,한국예술종합학교 영상원 영화과,,,K26964
배급사,주식회사 엔픽플,,,K28869
배급사,트윈플러스파트너스㈜,공동배급,,K28869
배급사,㈜화인컷,해외배급,,K28869
제작사,한국예술종합학교 영상원 영화과,,,K32953
제작사,센트럴파크,,,K18346
제작사,한국예술종합학교 영상원 영화과,,,K18346
제작사,한국예술종합학교 영상원 영화과,,,K32954
제작사,한국예술종합학교 영상원 영화과,,,K20065
제작사,한국예술종합학교 영상원 영화과,,,K32955
제작사,한국예술종합학교 영상원 영화과,,,K32956
제작사,한국예술종합학교 영상원 영화과,,,K32958
제작사,한국예술종합학교 영상원 영화과,,,K32959
제작사,한국예술종합학교 영상원 영화과,,,K28240
제작사,한국예술종합학교 영상원 영화과,,,K32967
제작사,(사)한국영화인총연합회 포항지부,,제1화 친구야 청산가자,K29083
제작사,㈜휴먼글로벌 비즈니스,,제2화 헬로우시스터즈/제3화 화창한 봄날에,K29083
제작사,드림스케치,,,K29083
제작사,한국예술종합학교 영상원 영화과,,,K28225
제작사,한국예술종합학교 영상원 영화과,,,K29765
제작사,한국예술종합학교 영상원 영화과,,,K32997
제작사,한국예술종합학교 영상원 영화과,,,K32998
제작사,㈜그노스,,,K28294
제작사,㈜파이브데이,,,K28294
제작사,꿀잼컴퍼니㈜,,,K28294
제작사,한국영화아카데미,,,K28512
제작사,㈜그노스,,,K23026
제작사,꿀잼컴퍼니㈜,,,K23026
투자사,㈜흑기사필름,제공,,K21143
제작사,㈜인디스토리,,,K30570
배급사,씨제이 씨지브이㈜,,,K20897
배급사,CGV 아트하우스,,,K20897
투자사,국립현대미술관,제공,,A09419
투자사,원픽쳐스,제공,,K27379
투자사,법률사무소 지본,공동제공,,K27379
투자사,에이치제이이앤텍㈜,공동제공,,K27379
투자사,㈜더문,공동제공,,K27379
투자사,한양대학교 87학번 동기회,공동제공,,K27379
배급사,그린나래미디어㈜,,,K22616
투자사,인터파크,제공,,A10955
투자사,㈜아크메,공동제공,,A10955
제작사,아이 엠,,,K24077
투자사,㈜솔빛정보,,,K23371
투자사,퀸 & 인스타일,,,K23371
투자사,대한역사문화원,제공,,A11038
투자사,㈜NEW,제공,,K21582
투자사,Library Pictures International,공동제공,,K21582
투자사,㈜레오파트너스인베스트먼트,공동제공,,K21582
투자사,유니온투자파트너스㈜,공동제공,,K21582
투자사,지온인베스트먼트㈜,공동제공,,K21582
투자사,캐피탈원㈜,공동제공,,K21582
투자사,㈜이수창업투자,공동제공,,K21582
투자사,케이씨벤처스㈜,공동제공,,K21582
투자사,가이아벤처파트너스(유),공동제공,,K21582
투자사,에이스투자금융㈜,공동제공,,K21582
투자사,디티알파트너스㈜,공동제공,,K21582
투자사,쏠레어파트너스(유),공동제공,,K21582
투자사,문화체육관광부,투자지원,,K21582
투자사,중소벤처기업부,투자지원,,K21582
투자사,한국벤처투자㈜,투자지원,,K21582
제작사,㈜MCMC,,,K28742
배급사,매치박스 유한책임회사,,,K32223
제작사,한국예술종합학교 영상원 영화과,,,K32446
제작사,한국예술종합학교 영상원 영화과,,,K32512
제작사,한국예술종합학교 영상원 영화과,,,K32520
제작사,한국예술종합학교 영상원 영화과,,,K32521
제작사,한국예술종합학교 영상원 영화과,,,K32522
제작사,한국예술종합학교 영상원 영화과,,,K32523
제작사,한국예술종합학교 영상원 영화과,,,K32524
제작사,한국예술종합학교 영상원 영화과,,,K17588
제작사,한국예술종합학교 영상원 영화과,,,K32599
투자사,피카소건설,제공,,A09736
투자사,석미요양원,제공,,A09736
투자사,아이밍코리아,제공,,A09736
제작사,한국예술종합학교 영상원 영화과,,,K32611
제작사,한국예술종합학교 영상원 영화과,,,K18144
제작사,한국예술종합학교 영상원 영화과,,,K14339
제작사,한국예술종합학교 영상원 영화과,,,K32659
제작사,한국예술종합학교 영상원 영화과,,,K26808
제작사,한국예술종합학교 영상원 영화과,,,K32664
배급사,스튜디오 보난자,,,A09995
배급사,㈜씨네포트,배급총괄,,A10868
배급사,주식회사 블루필름웍스,공동배급,,A10868
제작사,한국예술종합학교 영상원 영화과,,,K32702
제작사,한국예술종합학교 영상원 영화과,,,K32709
제작사,한국영화아카데미,,,K29094
투자사,스토리위즈,제공,,K29141
투자사,바로엔터테인먼트,제공,,K29141
투자사,투비원 디자인,제작투자,,K28979
배급사,THE 픽쳐스,배급,,K23062
배급사,드림팩트엔터테인먼트,공동배급,,K23062
배급사,자유로픽쳐스,공동배급,,K23062
투자사,에이블 플러스,제작투자,,K28979
투자사,메가박스중앙㈜플러스엠,제공,,K22103
투자사,㈜제이콘텐트리,공동제공,,K22103
투자사,㈜미디어로그,공동제공,,K22103
투자사,㈜레오파트너스인베스트먼트,공동제공,,K22103
투자사,㈜이수창업투자,공동제공,,K22103
투자사,KC벤처스㈜,공동제공,,K22103
제작사,한국예술종합학교 영상원 영화과,,,K32614
제작사,한국예술종합학교 영상원 영화과,,,K25733
투자사,가이아벤처파트너스(유),공동제공,,K22103
투자사,한국투자파트너스㈜,공동제공,,K22103
투자사,쏠레어파트너스(유),공동제공,,K22103
투자사,㈜센트럴투자파트너스,공동제공,,K22103
투자사,미시간벤처캐피탈㈜,공동제공,,K22103
투자사,문화체육관광부,투자지원,,K22103
투자사,중소벤처기업부,투자지원,,K22103
투자사,한국벤처투자㈜,투자지원,,K22103
제작사,한국예술종합학교 영상원 영화과,,,K32830
제작사,한국예술종합학교 영상원 영화과,,,K17306
제작사,한국예술종합학교 영상원 영화과,,,K20580
제작사,한국예술종합학교 영상원 영화과,,,K32847
제작사,한국예술종합학교 영상원 영화과,,,K32848
제작사,한국예술종합학교 영상원 영화과,,,K32849
제작사,한국예술종합학교 영상원 영화과,,,K32850
제작사,한국예술종합학교 영상원 영화과,,,K26591
투자사,영화진흥위원회,제공,,K28779
배급사,㈜더쿱디스트리뷰션,,,K28779
배급사,㈜스튜디오보난자,해외배급,,K28779
투자사,스토리위즈,공동기획/투자,,K27477
투자사,테이크원스튜디오,공동기획/투자,,K27477
배급사,(주)에이스메이커무비웍스,배급,,K23046
배급사,㈜화인컷,해외배급,,K23046
배급사,㈜더픽쳐스,,,K17591
배급사,㈜다날,,,K17591
배급사,㈜언더식스티,,,K17591
투자사,조이앤 시네마,제공,,K28781
제작사,㈜리필름,,,K28781
투자사,SB 인베스트먼트,제공,,K27480
제작사,한국예술종합학교 영상원 영화과,,,K27441
배급사,매치박스 유한책임회사,,,K32231
제작사,한국예술종합학교 영상원 영화과,,,K32553
제작사,한국예술종합학교 영상원 영화과,,,K13365
제작사,한국예술종합학교 영상원 영화과,,,K13280
제작사,한국예술종합학교 영상원 영화과,,,K19187
제작사,한국예술종합학교 영상원 영화과,,,K23344
제작사,한국예술종합학교 영상원 영화과,,,K20411
제작사,한국예술종합학교 영상원 영화과,,,K32728
제작사,한국예술종합학교 영상원 영화과,,,K32744
제작사,한국예술종합학교 영상원 영화과,,,K32770
제작사,한국예술종합학교 영상원 영화과,,,K22890
제작사,한국예술종합학교 영상원 영화과,,,K32772
제작사,㈜스토리풀,,,K22548
제작사,㈜컨텐츠빌리지,,,K22548
제작사,㈜제이엠로드,,,K28645
배급사,㈜코끼리말뚝박기,,,K28645
제작사,Sunday Cinema,,,K23923
배급사,TCO㈜더콘텐츠온,배급,,K28743
배급사,씨제이 씨지브이㈜,공동배급,,K28743
공동제작사,영화사당나귀,,,K27482
공동제작사,TCO㈜더콘텐츠온,,,K28743
공동제작사,마이스토리 이엔티,,,K28743
공동제작사,㈜플랫폼미디어그룹,,,K28743
제작사,한국예술종합학교 영상원 영화과,,,K27181
제작사,한국예술종합학교 영상원 영화과,,,K32598
제작사,한국예술종합학교 영상원 영화과,,,K14454
제작사,(사)대구 국제 뮤지컬 페스티벌,,,K28734
제작사,㈜나인테일즈코리아,,,K28734
제작사,(유)김시우필름,,,K28734
제작사,DIMF,,,K28734
제작사,한국예술종합학교 영상원 영화과,,,K32596
배급사,센트럴파크,,,K29392
배급사,㈜인디스토리,,,K29335
배급사,센트럴파크,,,K29334
배급사,센트럴파크,,,K29382
배급사,이와 람,,,K29397
공동제작사,하세,,,A08773
공동제작사,㈜성진본고기,,,A08773
공동제작사,송연기업,,,A08773
공동제작사,㈜풍진,,,A08773
공동제작사,㈜여의,,,A08773
공동제작사,기드온동족선교회,,,A08773
공동제작사,근우회,,,A08773
공동제작사,㈜한미실업,,,A08773
공동제작사,나눔과 기쁨,,,A08773
투자사,CBS,,,A08773
배급사,센트럴파크,,,K29401
배급사,필름다빈,,,K29442
투자사,감성스토리,공동투자,,K26394
제작사,주식회사 루비,,,F56323
제작사,파이오니아21,,,A09883
배급사,필름다빈,,,K29510
배급사,㈜마노엔터테인먼트,,,A09730
투자사,영화진흥위원회,제공,,K21424
제작사,유한회사 영화사 반딧불,,,K24532
투자사,㈜케이티,,,K24492
제작사,풀잎필름,,,K27516
제작사,㈜발자국공장,,,K22579
제작사,㈜피투스,,,K22579
투자사,리틀빅픽처스,제공,,K22837
제작사,한국예술종합학교 영상원 영화과,,,K25381
배급사,퍼니콘,,,K30021
제작사,한국예술종합학교 영상원 영화과,,,K32566
제작사,한국예술종합학교 영상원 영화과,,,K18151
제작사,한국예술종합학교 영상원 영화과,,,K32568
제작사,한국예술종합학교 영상원 영화과,,,K32569
제작사,한국예술종합학교 영상원 영화과,,,K27398
제작사,한국예술종합학교 영상원 영화과,,,K13895
제작사,한국예술종합학교 영상원 영화과,,,K32590
제작사,한국예술종합학교 영상원 영화과,,,K14625
제작사,한국예술종합학교 영상원 영화과,,,K32594
제작사,한국예술종합학교 영상원 영화과,,,K18512
제작사,한국예술종합학교 영상원 영화과,,,K32597
제작사,한국예술종합학교 영상원 영화과,,,K30618
제작사,한국예술종합학교 영상원 영화과,,,K15015
배급사,㈜스튜디오 디에이치엘,국내배급,,K27477
배급사,㈜화인컷,해외배급,,K27477
제작사,미소민(미디어로소통하는민주주의모임),,,A10882
제작사,㈜스튜디오 보난자,,,K22609
제작사,한국예술종합학교 미디어콘텐츠센터,,,K29199
배급사,㈜인디스토리,,,K29201
제작사,㈜슬기로운늑대,,,K24606
공동제작사,㈜라라미디어,,,K24606
제작사,한국영화아카데미,,,K15523
제작사,㈜오죤필름,,,K27480
제작사,㈜씨앗필름,,,K22103
배급사,매치박스 유한책임회사,,,K32232
배급사,매치박스 유한책임회사,,,K31550
배급사,아이 엠,,,K23923
배급사,M-Line Distribution,해외배급,,K23923
제작사,한국예술종합학교 영상원 영화과,,,K32537
제작사,한국예술종합학교 영상원 영화과,,,K32576
제작사,한국예술종합학교 영상원 영화과,,,K32578
제작사,한국예술종합학교 영상원 영화과,,,K32580
제작사,한국예술종합학교 영상원 영화과,,,K30398
제작사,한국예술종합학교 영상원 영화과,,,K30000
제작사,한국예술종합학교 영상원 영화과,,,K24205
제작사,한국예술종합학교 영상원 영화과,,,K32653
제작사,한국예술종합학교 영상원 영화과,,,K15139
제작사,한국예술종합학교 영상원 영화과,,,K32662
제작사,한국예술종합학교 영상원 영화과,,,K32742
제작사,퍼레이드픽쳐스,,,K22837
제작사,㈜박스미디어,,,K27232
배급사,㈜해조미디어,,,K24754
투자사,㈜아시아무비,제공,,K24754
배급사,조이앤시네마,,,K25023
제작사,㈜깜보 스튜디오,,,K22362
투자사,㈜누보인베스트먼트,제작투자,,K21240
배급사,㈜팝엔터테인먼트,,,K22661
제작사,㈜뉴버드,,,K21240
제작사,다큐인,,,K30165
투자사,㈜안강벤쳐투자,제작투자,,K21240
투자사,㈜웅비인,제작투자,,K21240
투자사,㈜트러스트무개문,제작투자,,K21240
투자사,㈜케이제이홀딩스그룹,제작투자,,K21240
투자사,㈜더킹이엔티,제공,,K21240
투자사,더이앤엠㈜,제공,,K21240
배급사,㈜이놀미디어,,,K21240
제작사,예술의전당,,,A08983
제작사,문화영상사업부,,,A08983
제작사,대구사람장애인자립생활센터,,,K30175
투자사,조이앤시네마,제공,,K23045
투자사,㈜영화사 사계절,제공,,K21573
투자사,리옌엔터테인먼트,제공,,K28407
제작사,스토리웨이브픽쳐스,,,K28410
제작사,전주시민미디어센터 영시미,,,A11306
제작사,한국문화예술위원회,,,A09797
제작사,시나브로 가슴에,공연 제작,,A09797
제작사,연두픽처스,영상 제작,,A09797
투자사,신영균 예술문화재단,제작투자,,K16492
배급사,씨네포트,배급총괄,,A09224
투자사,아토,,제공,K23047
투자사,모토,,제공,K23047
투자사,쏠레이파트너스(유),,공동제공,K23047
투자사,대성창업투자㈜,,공동제공,K23047
투자사,경기콘텐츠진흥원,,공동제공,K23047
투자사,(사)인천광역시영상위원회,,공동제공,K23047
투자사,영화진흥위원회,,공동제공,K23047
제작사,다큐인,,,A11332
배급사,필름다빈,,,K27516
배급사,M-Line Distribution,해외배급,,K27516
투자사,㈜글로빅엔터테인먼트,제공,,K28356
투자사,영화진흥위원회,제공,,K18147
배급사,㈜블루라벨 픽쳐스,배급,,K28777
배급사,디스트릭 몽,공동배급,,K28777
배급사,kt alpha,디지털배급,,K28777
배급사,㈜미로비젼,해외배급,,K28777
배급사,㈜스튜디오 보난자,해외배급,,K28777
제작사,㈜씨앗필름,,,K28546
공동제작사,한양제작소,,,K26754
공동제작사,고고스튜디오,,,K26754
배급사,㈜마인드마크,,,K22859
배급사,센트럴파크,,,K29312
배급사,센트럴파크,,,K29314
투자사,놀뫼엔터테인먼트,제공,,K28098
투자사,㈜엠엔에프씨,,,A08440
투자사,사단법인 뷰티플마인드,,,A08440
투자사,롯데엔터테인먼트,,,A08440
배급사,센트럴파크,,,K29395
투자사,CJ 엔터테인먼트,,,K22585
투자사,쏠레어파트너스,,,K22585
투자사,엠캐피탈,,,K22585
투자사,광주은행,,,K22585
투자사,하나금융투자,,,K22585
투자사,큐캐피탈파트너스,,,K22585
투자사,타임와이즈인베스트먼트,,,K22585
투자사,BNK캐피탈,,,K22585
투자사,KDB캐피탈,,,K22585
투자사,KC벤처스,,,K22585
투자사,IBK기업은행,,,K22585
투자사,트윈플러스파트너스,,,K22585
제작사,대장정,,,K23149
배급사,CL2D FILM,,,K18503
제작사,홈리스노동팀,,,A11136
배급사,㈜콘텐츠윙,,,K28381
제작사,다큐인,,,A11165
배급사,한국애니메이션고등학교,,,K31731
제작사,케디필름,,,K26858
배급사,㈜인디스토리,,,K31877
배급사,매치박스 유한책임회사,,,K32222
제작사,한국예술종합학교 영상원 영화과,,,K32347
배급사,매치박스 유한책임회사,,,K31521
제작사,매치박스 유한책임회사,,,K31550
배급사,매치박스 유한책임회사,,,K18457
제작사,한국예술종합학교 영상원 영화과,,,K32345
제작사,한국예술종합학교 영상원 영화과,,,K12891
공동제작사,Studioh film,,,K29656
공동제작사,H&J company,,,K29656
제작사,한국예술종합학교 영상원 영화과,,,K32919
제작사,한국예술종합학교 영상원 영화과,,,K20478
제작사,한국예술종합학교 영상원 영화과,,,K27253
제작사,한국예술종합학교 영상원 영화과,,,K18408
제작사,한국예술종합학교 영상원 영화과,,,K24206
제작사,한국예술종합학교 영상원 영화과,,,K32932
제작사,한국예술종합학교 영상원 영화과,,,K16493
제작사,한국예술종합학교 영상원 영화과,,,K32939
제작사,장애인문화공간,,,A11355
투자사,㈜그노스,제공,,K23026
배급사,김충길 필름,,,K29655
제작사,아남네시스필름,,,A06203
제작사,한국예술종합학교 영상원,,,A06203
투자사,아남네시스필름,제공,,A06203
배급사,kth,,,K23099
공동제작사,㈜더그레이트컴퍼니,,,K27683
배급사,씨엠픽쳐스,,,A09742
배급사,(주)씨네허브컴퍼니,,,A11905
공동제작사,㈜하세,,,A09408
공동제작사,㈜마이더스파트너스,,,A09408
공동제작사,SUM,,,A09408
투자사,㈜그노스,제공,,K28794
투자사,㈜다날엔터테인먼트,공동제공,,K28794
공동제작사,SCA,,,A09408
제작사,한국예술종합학교 영상원 영화과,,,K12828
제작사,한국예술종합학교 영상원 영화과,,,K12884
제작사,한국예술종합학교 영상원 영화과,,,K13357
제작사,한국예술종합학교 영상원 영화과,,,K25460
제작사,한국예술종합학교 영상원 영화과,,,K32487
제작사,한국예술종합학교 영상원 영화과,,,K32492
제작사,한국예술종합학교 영상원 영화과,,,K32496
제작사,한국예술종합학교 영상원 영화과,,,K32510
투자사,㈜아시아홈엔터테인먼트,제공,,A08253
제작사,㈜아시아홈엔터테인먼트,,,A08253
제작사,㈜영화사진,,,A10457
배급사,㈜인디스토리,,,K29499
투자사,㈜영화사진,제공,,A10457
투자사,메가박스중앙㈜플러스엠,공동제공/투자,,A08253
투자사,㈜미디어로그,공동제공,,A08253
투자사,한국방송광고진흥공사,공동제공,,A08253
배급사,센트럴파크,,,K29350
공동제작사,㈜엠앤씨에프,,,A10457
공동제작사,㈜무비웨이,,,A10457
투자사,㈜콘텐츠판다,공동제공,,A10457
투자사,엠앤씨에프,공동제공,,A10457
투자사,㈜KBS미디어,영상자료제공,,A10457
배급사,㈜트리플픽쳐스,배급,,A10457
배급사,㈜콘텐츠판다,디지털콘텐츠배급,,A10457
배급사,필름다빈,,,K29501
배급사,리틀빅픽처스,,,K25591
제작사,제이씨투엠인터내셔널 주식회사,제작,,K21338
제작사,대구대 장애학생지원센터,,,A11261
제작사,대구청각언어장애인복지관,,,K30063
제작사,김포장애인야학,,,A11231
제작사,바롬미디어,,,K30085
제작사,다큐인,,,A11286
배급사,㈜대교,,,K23056
제작사,경기디지털콘텐츠아카데미,,,K31756
배급사,경기디지털콘텐츠아카데미,,,K31756
공동제작사,㈜스테이블코드,,,K28902
공동제작사,㈜TEAM C,,,K28902
공동제작사,㈜동녘필름,,,K27480
공동제작사,GHOSTS CITY FILMS,,France,K27480
공동제작사,IRREVERENCE FILMS,,France,K27480
제작사,㈜큰물고기미디어,,,A10139
제작사,㈜데이드림엔터테인먼트,,,K22126
배급사,㈜트리플픽쳐스,배급,,A10139
배급사,㈜질리언뷰,디지털배급,,A10139
제작사,㈜에스에이치엔터앤컴퍼니,,,K26619
제작사,㈜스토리제이,,,K26619
배급사,㈜스토리제이,,,K26619
투자사,씨제이이앤엠㈜,제공,,K26824
투자사,코리안리재보험,공동제공,,K26824
투자사,우리금융캐피탈,공동제공,,K26824
투자사,예스코홀딩스,공동제공,,K26824
투자사,한국캐피탈,공동제공,,K26824
투자사,아스트라자산운용,공동제공,,K26824
투자사,한국투자신탁운용,공동제공,,K26824
공동제작사,하준사,,,K20826
제작사,부산 평상필름,,,K30716
투자사,영화진흥위원회,제공,,K18194
배급사,㈜더쿱,,,K23451
배급사,매치박스 유한책임회사,,,K32235
배급사,매치박스 유한책임회사,,,K32239
배급사,매치박스 유한책임회사,,,K32240
배급사,매치박스 유한책임회사,,,K32242
제작사,한국예술종합학교 영상원 영화과,,,K32548
제작사,한국예술종합학교 영상원 영화과,,,K32551
제작사,한국예술종합학교 영상원 영화과,,,K32556
제작사,한국예술종합학교 영상원 영화과,,,K32557
제작사,한국예술종합학교 영상원 영화과,,,K27161
제작사,한국예술종합학교 영상원 영화과,,,K32558
제작사,한국예술종합학교 영상원 영화과,,,K32559
제작사,한국예술종합학교 영상원 영화과,,,K32562
제작사,한국예술종합학교 영상원 영화과,,,K15287
제작사,한국예술종합학교 영상원 영화과,,,K32563
제작사,Liframe,,,K31543
제작사,한국예술종합학교 영상원 영화과,,,K32660
제작사,한국예술종합학교 영상원 영화과,,,K24384
제작사,한국예술종합학교 영상원 영화과,,,K14323
제작사,한국예술종합학교 영상원 영화과,,,K32665
제작사,영화필름,,,K21035
투자사,㈜제이앤씨미디어그룹,제공,,K23729
투자사,㈜아센디오,공동제공,,K23729
투자사,미시간벤처캐피탈㈜,공동제공,,K23729
공동제작사,숨쉬는 미디어교육 자몽,,,K30170
제작사,대구사람장애인자립생활센터,,,K30157
제작사,다큐인,,,A11287
제작사,사회복지공동모금회,,,A11290
제작사,전국장애인차별철폐연대,,,A11295
공동제작사,K&M COMPANY,,,K21573
제작사,펀펀한영화사,,,K21573
제작사,사계절,,,K21573
제작사,장애인문화공간,,,A11313
배급사,메가박스중앙㈜,,,A10500
배급사,㈜kt seezn,,,A10484
제작사,표범영화사,,,K28560
투자사,영화진흥위원회,제공,,K26307
투자사,영화진흥위원회,제공,,K26310
제작사,한국영화아카데미,,,K26310
배급사,㈜작당들,,,A09673
투자사,미디어 샘,제공,,K28791
투자사,보고이앤엠,제공,,K28791
투자사,조이앤시네마,제공,,K28791
투자사,비플릭스,제작투자,,K28815
투자사,한국플레이보이TV,제작투자,,K28815
배급사,㈜제타미디어,,,K28815
투자사,이노영 엔터테인먼트,제공,,K22264
공동제작사,㈜드림팩트엔터테인먼트,,,A09659
공동제작사,원피스,,,A09659
공동제작사,(재)한국천주교살레시오회,제작지원 및 감수,,A09659
제작사,영화사 화원,,,K19204
투자사,CJ ENM,제공,,K28829
투자사,화인파트너스,공동제공,,K28829
공동제작사,㈜엔에이치씨미디어,,,K16341
배급사,㈜트리플픽쳐스,,,K28923
배급사,케이무비엔터테인먼트,해외 배급,,K28923
투자사,엠캐피탈,공동제공,,K28829
투자사,큐캐피탈파트너스,공동제공,,K28829
투자사,광주은행,공동제공,,K28829
투자사,NBH캐피탈,공동제공,,K28829
투자사,피오인베스트먼트,공동제공,,K28829
투자사,IBK기업은행,공동제공,,K28829
투자사,아스트라자산운용,공동제공,,K28829
투자사,창조투자자문,공동제공,,K28829
투자사,트윈플러스파트너스,공동제공,,K28829
투자사,넥스트월드,공동제공,,K28829
투자사,워터홀컴퍼니,공동제공,,K28829
투자사,홍앤컴퍼니,공동제공,,K28829
투자사,커넥트픽쳐스,공동제공,,K28829
제작사,㈜스토리위즈,,,K28679
제작사,쟈니브로스㈜,,,K24732
제작사,메가박스중앙㈜플러스엠,,,K24732
공동제작사,㈜모토,,,K23122
배급사,무치필름,,,A09405
공동제작사,㈜래몽래인,,,A10484
공동제작사,L336,,,A06203
공동제작사,창작공간 활,,,A06203
배급사,장산시네마,,,K22935
투자사,영화진흥위원회,제공,,K21472
투자사,CJ ENM,제공,,K24327
투자사,쏠레어파트너스,공동제공,,K24327
투자사,예스코홀딩스,공동제공,,K24327
투자사,한국캐피탈,공동제공,,K24327
투자사,컴퍼니케이파트너스,공동제공,,K24327
투자사,문피아,공동제공,,K24327
투자사,KC벤처스,공동제공,,K24327
공동제작사,조이앤시네마,,,K28560
공동제작사,영화반점,,,K28560
제작사,한국예술종합학교 영상원 영화과,,,K32710
제작사,한국예술종합학교 영상원 영화과,,,K14875
제작사,한국예술종합학교 영상원 영화과,,,K32714
배급사,㈜라이크콘텐츠,,,A10877
배급사,블루필름웍스,,,A10882
제작사,㈜바보들,,,A10877
제작사,한국예술종합학교 영상원 영화과,,,K32735
제작사,한국예술종합학교 영상원 영화과,,,K32736
투자사,켈빈클레인프로젝트,제공,,A10954
투자사,㈜엣나인필름,제작투자,,A10954
투자사,영화사님아,제작투자,,A10954
투자사,미러앤스토리,공동투자,,A10954
투자사,블루버드픽처스,공동투자,,A10954
투자사,욱희씨네,공동투자,,A10954
제작사,한국예술종합학교 영상원 영화과,,,K18063
제작사,한국예술종합학교 영상원 영화과,,,K32747
배급사,㈜엣나인필름,,,A10954
배급사,TCO㈜더콘텐츠온,디지털 배급,,A10954
제작사,한국예술종합학교 영상원 영화과,,,K32749
제작사,한국예술종합학교 영상원 영화과,,,K20240
제작사,한국예술종합학교 영상원 영화과,,,K32946
제작사,한국예술종합학교 영상원 영화과,,,K32950
제작사,한국예술종합학교 영상원 영화과,,,K20217
제작사,한국예술종합학교 영상원 영화과,,,K32952
배급사,아이 엠,,,K27410
투자사,그린나래미디어(주),,,K23190
제작사,푸른영상,,,A10953
배급사,㈜시네마달,,,A10953
배급사,센트럴파크,,,K29367
공동제작사,㈜날개엔터테인먼트,,,K24624
배급사,알로하 엔터테인먼트,,,K24624
제작사,(주)형설앤,,,K23056
제작사,(주)새한프로덕션,,,K23056
투자사,㈜한국문화콘텐츠거래소,제공,KCBC,K28771
배급사,㈜이놀 미디어,배급,,K28771
배급사,KT alpha,디지털배급,,K28771
배급사,(주)씨네허브컴퍼니,,,A11907
제작사,고앤고필름,,,K22264
배급사,매치박스 유한책임회사,,,K31522
제작사,주식회사 전씨네,,,K28979
제작사,㈜도어 이앤엠,,,K28771
제작사,한국예술종합학교 영상원 영화과,,,K12837
제작사,한국예술종합학교 영상원 영화과,,,K20457
배급사,매치박스 유한책임회사,,,K32234
제작사,매치박스 유한책임회사,,,K32242
배급사,매치박스 유한책임회사,,,K32244
제작사,대장정,,,K23190
공동제작사,계벽물산,,,K23866
공동제작사,㈜에코필름,,,K23866
공동제작사,발포플랜,,,K23866
배급사,매치박스 유한책임회사,,,K32268
배급사,매치박스 유한책임회사,,,K32274
제작사,한국예술종합학교 영상원 영화과,,,K25463
제작사,한국예술종합학교 영상원 영화과,,,K32342
제작사,한국예술종합학교 영상원 영화과,,,K27596
제작사,한국예술종합학교 영상원 영화과,,,K15807
제작사,한국예술종합학교 영상원 영화과,,,K32421
배급사,㈜까멜리아이엔티,,,K28594
제작사,한국예술종합학교 영상원 영화과,,,K27315
제작사,한국예술종합학교 영상원 영화과,,,K32420
제작사,한국예술종합학교 영상원 영화과,,,K25320
제작사,한국예술종합학교 영상원 영화과,,,K32425
제작사,한국예술종합학교 영상원 영화과,,,K32427
제작사,유한회사 안녕하세요,,,K28827
제작사,한국예술종합학교 영상원 영화과,,,K27127
제작사,한국예술종합학교 영상원 영화과,,,K13044
배급사,㈜디스테이션,,,K28827
제작사,디엔디픽쳐스,,,K28827
배급사,㈜드림팩트엔터테인먼트,,,A10888
배급사,주식회사 미학인우주선,,,A10888
제작사,한국예술종합학교 영상원 영화과,,,K32441
배급사,센트럴파크,,,K28459
투자사,주식회사 엔픽플,제공,,K28869
투자사,엔픽블록,공동제공,,K28869
제작사,한국예술종합학교 영상원 영화과,,,K33000
제작사,한국예술종합학교 영상원 영화과,,,K33001
투자사,주기자유한회사,제공,,A09737
투자사,㈜대아흥업,공동제공,,A09737
투자사,주식회사 버킷스튜디오,공동제공,,A09737
제작사,㈜률필름,,,K27482
배급사,트윈플러스파트너스㈜,배급,,A09737
배급사,㈜인디스토리,,,K27482
제작사,한국예술종합학교 영상원 영화과,,,K20303
제작사,한국예술종합학교 영상원 영화과,,,K33021
제작사,한국예술종합학교 영상원 영화과,,,K33022
제작사,한국예술종합학교 영상원 영화과,,,K19853
제작사,한국예술종합학교 영상원 영화과,,,K17544
제작사,한국예술종합학교 영상원 영화과,,,K33023
제작사,한국예술종합학교 영상원 영화과,,,K19952
